271,220
267,211
258,212
258,202
262,202
262,192
268,188
264,184
268,181
264,179
252,166
255,165
253,162
248,163
242,164
254,149
253,146
259,146
260,144
267,143
268,138
274,137
275,130
284,136
288,131
294,130
307,120
314,114
320,116
317,108
320,108
314,100
316,94
324,86
320,78
329,74
334,74
334,70
339,70
347,86
348,80
369,79
371,73
381,72
384,78
387,76
390,78
392,82
400,86
403,86
418,93
423,96
421,108
446,114
446,125
442,128
446,132
439,138
426,134
426,137
420,138
419,142
413,144
411,148
405,149
405,151
408,155
408,159
412,162
412,167
405,164
398,169
394,174
390,184
382,184
390,200
386,202
386,207
390,215
416,221
406,231
406,247
410,251
406,250
408,256
418,257
418,261
389,264
379,259
374,262
361,250
364,245
344,233
346,228
318,220
295,218
290,220
271,220
