446,125
450,127
458,123
462,125
468,122
474,134
472,142
478,147
479,155
474,154
471,160
466,160
466,168
462,170
468,174
472,180
477,180
479,187
484,192
484,202
488,209
499,216
499,218
506,222
494,228
490,242
480,249
483,255
480,260
484,265
500,270
501,275
511,278
508,282
510,288
506,292
506,298
498,298
500,304
480,310
480,308
476,307
472,304
458,301
457,304
452,306
452,309
456,315
446,315
442,318
444,326
442,327
436,324
436,319
432,313
427,310
429,308
422,295
412,292
409,282
412,280
412,276
418,265
418,261
418,257
408,256
406,250
410,251
406,247
406,231
416,221
390,215
386,207
386,202
390,200
382,184
390,184
394,174
398,169
405,164
412,167
412,162
408,159
408,155
405,151
405,149
411,148
413,144
419,142
420,138
426,137
426,134
439,138
446,132
442,128
446,125
